STT;Vị trí xếp giá;Mã xếp giá;Số lượng;Nhan đề;Nhan đề song song;Tác giả;Thể loại;Tập;Năm XB;Lần XB;Nhà XB;Ngôn ngữ;Mã quốc tế;;;
1780;420;420-089;1;JAPAN Spirit & Form;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;1994;1;Charles E. Tuttle;English;9,7808E+12;;;
1781;420;420-090-1;1;日本の秘仏;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;98;2009;4;平凡社;Japanese;9,78458E+12;;;
1782;420;420-090-2;1;日本のかたち;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;134;2012;3;平凡社;Japanese;9,78458E+12;;;
1783;420;420-090-3;1;日本の美100;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;143;2009;1;平凡社;Japanese;9,78458E+12;;;
1784;420;420-090-4;1;日本の文様;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;145;2009;1;平凡社;Japanese;9,78458E+12;;;
1785;420;420-090-5;1;とりあわせを楽しむ日本の色;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;148;2015;4;平凡社;Japanese;9,78458E+12;;;
1786;420;420-090-6;1;日本の笑い;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;165;2011;1;平凡社;Japanese;9,78458E+12;;;
1787;420;420-090-7;1;日本の歳時記;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;169;2012;1;平凡社;Japanese;9,78458E+12;;;
1788;420;420-090-8;1;日本の伝統色;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;172;2012;1;平凡社;Japanese;9,78458E+12;;;
1789;420;420-090-9;1;東北の伝承切り紙　神を宿し神を招く;0;千葉惣次（文）、大屋孝雄（写真）;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;173;2014;2;平凡社;Japanese;9,78458E+12;;;
1790;420;420-090-10;1;神道の美術;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;177;2012;1;平凡社;Japanese;9,78458E+12;;;
1791;420;420-090-11;1;河鍋暁斎絵日記　江戸っ子絵師の活写生活;The Diary of Kyosai;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;182;2013;1;平凡社;Japanese;9,78458E+12;;;
1792;420;420-090-12;1;名取洋之助報道写真とグラフィックデザインの開拓者;0;白山眞理;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;190;2014;1;平凡社;Japanese;9,78458E+12;;;
1793;420;420-090-13;1;運慶と鎌倉仏像　霊験仏をめぐる旅;0;瀬谷貴之;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;193;2014;1;平凡社;Japanese;9,78458E+12;;;
1794;420;420-090-14;1;宮本常一と写真;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;195;2014;1;平凡社;Japanese;9,78458E+12;;;
1795;420;420-090-15;1;聴竹居　藤井厚二の木造モダニズム建築;0;松隈章、古川泰造（写真）;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;200;2019;5;平凡社;Japanese;9,78458E+12;;;
1796;420;420-090-16;1;暮らしのかご;0;片柳草生;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;201;2015;1;平凡社;Japanese;9,78458E+12;;;
1797;420;420-090-17;1;戦争と平和　〈報道写真〉が伝えたかった日本;WAR AND POSTWAR: The Prism of the Times;白山眞理、小原真史;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;203;2015;1;平凡社;Japanese;9,78458E+12;;;
1798;420;420-090-18;1;ヘンな浮世絵;0;日野原健司;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;210;2017;1;平凡社;Japanese;9,78458E+12;;;
1799;420;420-090-19;1;牧野富太郎　植物博士の人生図鑑;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;211;2017;1;平凡社;Japanese;9,78458E+12;;;
1800;420;420-090-20;1;鬼才 月岡芳年の世界浮世絵スペクタクル;0;加藤陽介;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;213;2018;1;平凡社;Japanese;9,78458E+12;;;
1801;420;420-090-21;1;能面の世界;0;西野春雄;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;174;2012;1;平凡社;Japanese;978-4-582-63471-6;;;
1802;420;420-090-22;1;日本の香り;0;松榮堂;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;120;2010;1;平凡社;Japanese;9,78458E+12;;;
1803;420;420-090-23;1;有職文様図鑑;0;八條忠基;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2021;4;平凡社;Japanese;9784582635225;;;
1804;420;420-091;1;Given forms;与えられた形象;Tatsuno Toeko, Shibata Toshio;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2012;1;The National Art Center;Dual lingual;0;;;
1805;420;420-092;1;Gutai - The spirit of an Era;「具体」ニッポンの前衞18年軌跡;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2012;1;The National Art Center;Dual lingual;0;;;
1806;420;420-093;1;Women In-Between: Asia Women Artists 1984-2012;アジアをつなぐ！境界を生きる女たち　1984－2012;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2012;1;Fukuoka Asian Art Museum;Dual lingual;0;;;
1807;420;420-094;1;草間弥生ー永遠の永遠の永遠;Yayoi Kusama - Eternity of Eternal Eternity;草間弥生;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2013;1;朝日新聞社;Dual lingual;0;;;
1808;420;420-095;1;Story teller Units of Recognition AIR 2012/ Autumn;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2013;1;Aomori Offset;Dual lingual;0;;;
1809;420;420-096;1;再考現学;Re-mordenologio;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2011;1;Aomori Offset;Dual lingual;0;;;
1810;420;420-097;1;肌理と気配;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2013;1;Aomori Offset;Dual lingual;0;;;
1811;420;420-098;1;Origins;The Creative Spark Behind Japan`s Best Product Designs;Shu Hagiwara;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2006;1;Kodansha;English;9,78477E+12;;;
1812;420;420-099;1;Japanese Graphics Now!;-;Eds. Gisela Kozak and Julius Wiedemann;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2006;1;Taschen;English;9,78382E+12;;;
1813;420;420-100;1;Inspired Shapes;-;Ori Koyama;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2005;1;Kodansha;Dual lingual;9,78477E+12;;;
1814;420;420-101;1;Soetsu Yanagi: Selected essays on Japanese folk crafts;0;Soetsu Yanagi;Văn hóa;0;2017;1;出版文化産業振興財団;Japanese;978-4-916055-75-0;;;
1815;420;420-102;1;Quilt artistry(Inspired design from the East);-;Yoshiko Jinzenji;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2008;1;Kodansha;English;9,78477E+12;;;
1816;420;420-103;1;日本のやきもの;Yakimono、Art of Japanese Pottery;-;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2007;0;九州国立博物館;Japanese;-;;;
1817;420;420-104;1;工芸のいま伝統と創造;九州・沖縄の作家たち;-;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2009;1;朝日新聞出版;Japanese;0;;;
1818;420;420-105;1;日本の博統色;-;長崎盛輝;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2001;1;青幻社;Japanese;9,78492E+12;;;
1819;420;420-106;1;二十世紀のアニメーション;0;高畑勲;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;1999;3;徳間書店;Japanese;9,7842E+12;;;
1820;420;420-107;1;ほんえり装飾文様デザイン集成;-;京都書院;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;1986;1;京都書院;Japanese;4763680439;;;
1821;420;420-108;1;Facts and Fundamentals of Japanese swords A collector`s guide;-;Nobuo Nakahara;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2010;1;講談社;English;9,78477E+12;;;
1822;420;420-109;1;大正しトロ・昭和モダン広告スターの世界;0;姫路市立美術館;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2007;1;国書刊行会;Japanese;9,78434E+12;;;
1823;420;420-110;1;Japanese Dolls: The Fascinating World of Ningyou;-;Pate Alan Scott;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2008;1;Tuttle Publishing;English;9,78481E+11;;;
1824;420;420-111;1;Kimono as Art: The Landscapes of Itchiku Kubota;-;Dale Caorlyn Gluckman_ Hollis Goodall;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2008;1;Thames & Hudson;English;9,7805E+12;;;
1825;420;420-112;1;全日本ゆるキャラ公式ガイドブック;0;みうらじゅん;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2009;1;扶桑社;Japanese;9,78459E+12;;;
1826;420;420-113;1;国宝大神社展;Grand Exhibition of Sacred Treasures from Shinto Shrines;0;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2014;1;東京国立縛物館、九州国立縛物館;Dual lingual;-;;;
1827;420;420-114;1;火焔鉄;Ka En Tetsu;Abe Mamoru;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2006;1;川上繁治;Japanese;4874155618;;;
1828;420;420-115;2;富士山百画;100 portraits of Fujisan;Shizuoka- Yamanashi Joint Council for Fujisan World Cultural Heritage Registration;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;0;0;0;0;0;;;
1829;420;420-116;1;Wa: The spirit of harmony and japanese design today;0;0;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2008;1;Japan Foundation;English;9,78488E+12;;;
1830;420;420-117;1;芸術立国論;0;平田オリザ;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2008;3;集英社親書;0;4087201120;;;
1831;420;420-118;1;Luxury masterpieces of  Kyoto;0;0;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2014;1;0;Dual lingual;0;;;
1832;420;420-119-1;1;〈花の詩画集〉速さのちがう時計;〈Paintings, Poems, and Essays〉CLOCKS OF DIFFERENT PACES;星野富弘;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;1;2017;65;偕成社;Japanese;9784039635402;;;
1833;420;420-119-2;1;〈花の詩画集〉鈴の鳴る道;〈Paintings, Poems, and Essays〉ROAD OF THE TINKLING BELL;星野富弘;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;2;2008;331;偕成社;Japanese;9784039632906;;;
1834;420;420-119-3;1;〈花の詩画集〉あなたの手のひら;〈Paintings, Poems, and Essays〉IN THE PALMS OF YOUR HANDS;星野富弘;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;3;2015;70;偕成社;Japanese;9784039637604;;;
1835;420;420-119-4;1;〈花の詩画集〉花よりも小さく;〈Paintings, Poems, and Essays〉BE SMALLER THAN FLOWERS;星野富弘;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;4;2017;32;偕成社;Japanese;9784039638007;;;
1836;420;420-119-5;1;〈花の詩画集〉種蒔きもせず;0;星野富弘;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;5;2010;1;偕成社;Japanese;9784039639202;;;
1837;420;420-119-6;1;〈花の詩画集〉足で歩いた頃のこと;0;星野富弘;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;6;2017;1;偕成社;Japanese;9784039639509;;;
1838;420;420-120;1;ニッポン現代アート;0;高階　秀爾;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2013;1;講談社;Japanese;978-4-06-6218347-5;;;
1839;420;420-121;1;The power of images;0;the national museum of ethnology collection;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2014;1;講談社;Dual lingual;9,78491E+12;;;
1840;420;420-122;1;Nakamura Kazumi 2014;0;The national art center Tokyo;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2014;1;0;Dual lingual;0;;;
1841;420;420-123-1;1;NACT review No.1;0;The national art center Tokyo;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2014;1;0;Japanese;0;;;
1842;420;420-123-2;1;NACT review (Bulletin of the National Art Center, Tokyo) No. 2;0;The National Art Center, Tokyo;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2015;1;The National Art Center, Tokyo;Dual lingual;0;;;
1843;420;420-123-3;1;NACT review (Bulletin of the National Art Center, Tokyo) No. 3;0;The National Art Center, Tokyo;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2016;1;The National Art Center, Tokyo;Dual lingual;0;;;
1844;420;420-123-4;1;NACT review (Bulletin of the National Art Center, Tokyo) No. 4;0;The National Art Center, Tokyo;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2017;1;The National Art Center, Tokyo;Japanese;0;;;
1845;420;420-123-5;1;国立新美術館研究紀要　No.9;Bulletin of the National Art Center, Tokyo;0;Khác;0;2023;1;国立新美術館;Japanese;27584674;;;
1846;420;420-123-6;1;NACT review (Bulletin of the National Art Center, Tokyo) No. 6;0;The National Art Center, Tokyo;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2019;1;The National Art Center, Tokyo;Dual lingual;0;;;
1847;420;420-123-7;1;令和元年度　活動報告2020;NACT REPORT　April 2019 - March 2020;The National Art Center, Tokyo;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2020;1;The National Art Center, Tokyo;Dual lingual;0;;;
1848;420;420-123-8;1;令和元年度　活動報告2021;NACT REPORT　April 2020 - March 2021;The National Art Center, Tokyo;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2021;1;The National Art Center, Tokyo;Dual lingual;0;;;
1849;420;420-124;1;Between action and the unknown the art of Kazuo Shigara and Sadamasa Motonaga;0;Kazuo Shigara;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2015;1;dallas musuem of art;English;9,7803E+12;;;
1850;420;420-125;1;Naissance de l’Impresssionisme: La liberte de peindre – Collections du musee d’Orsay;0;Elsa Badie-Modiri et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2014;1;The Yomiuri Shimbun;Dual lingual;0;;;
1851;420;420-126;1;American Pop Art: From the John and Kimiko Powers Collection;0;Yusuke Minami et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2013;1;Tokyo Broadcasting System Television, Inc.;Dual lingual;0;;;
1852;420;420-127;1;Divisionism from Van Gogh and Seurat to Mondrian;0;Liz Kreijn et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2013;1;The Tokyo Shimbun, NHK Promotions, Inc.;Japanese;0;;;
1853;420;420-128;1;Ballets Russes: The Art of Costume;0;Robert Bell et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2014;1;Tokyo Broadcasting System Television, Inc.;Japanese;0;;;
1854;420;420-129;1;Living in a Modern Way: California Design 1930 – 1965;0;Wendy Kaplan et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2013;1;japan-architects;Japanese;9,87479E+12;;;
1855;420;420-130;1;Masterpieces from the Kunsthaus Zurich;0;Phillipe Butter et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2014;1;The Asahi Shimbun;Japanese;0;;;
1856;420;420-131;1;Lourve: Musee de Lourve. Peinture de genre. Scenes de la vie quotidienne;0;Vincent Pomarede et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2015;1;Nippon Television Network Corporation;French – Japanese;0;;;
1857;420;420-131-2;1;Lourve: Peindre l'amour dans les collections du Louvre;ルーヴル美術館展―愛を描く;0;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2023;1;The National Art Center;Dual lingual;9784910253046;;;
1858;420;420-132;1;Rene Magritte;0;Michel Draguet et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2015;1;The Tokyo Shimbun;Dual lingual;0;;;
1859;420;420-133;1;Niki de Saint Phalle;0;Bloum Cardenas et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2015;1;NHK Promotions, Inc.;Dual lingual;0;;;
1860;420;420-134;1;Onchi Koshiro;0;Matsumoto Tohru et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2016;1;"The National Museum of Modern Art, Tokyo; The Museum of Modern Art, Wakayama";Dual lingual;9,78491E+12;;;
1861;420;420-135;0;Hishida Shunso - A Retrospective;0;Tsurumi Kaori et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2014;1;The National Museum of Modern Art, Tokyo;Dual lingual;0;;;
1862;420;420-136;1;16th Japan Media Arts Festival Award-winning Works;0;Japan Media Arts Festival Excutive Committee;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2013;1;Japan Media Arts Festival Secretariat;Dual lingual;0;;;
1863;420;420-137;1;17th Japan Media Arts festival;0;Japan media arts festival excutive committee;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2014;1;0;Dual lingual;0;;;
1864;420;420-138;1;18th Japan Media Arts Festival Award-winning Works;0;Japan Media Arts Festival Excutive Committee;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2015;1;Japan Media Arts Festival Secretariat;Dual lingual;0;;;
1865;420;420-139;1;19th Japan Media Arts Festival Award-winning Works;0;Japan Media Arts Festival Excutive Committee;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2016;1;Japan Media Arts Festival Secretariat;Dual lingual;0;;;
1866;420;420-140;1;Samurai - An illustrated history;0;Mitsuo Kure;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2002;1;Tuttle Publishing;English;0;;;
1867;420;420-141;1;FUKAMI　Immersion in the Art and Aesthetics of Japan;深み;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2019;1;GPS Group;English;9,78208E+12;;;
1868;420;420-144;1;ウィーン展;0;麻希佐々木;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2007;1;松本市市制施行１００周年記念事業「ウィーン展」実行委員会;Japanese;0;;;
1869;420;420-145;1;Sindikat Campurasari: The Mashup Syndicate;0;Ade Darmawan et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2017;1;The Japan Foundation Asia Center;English;0;;;
1870;420;420-146;1;kaetemiru - Time For A Change;0;Arikawa Shigeo et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2017;1;Aomori Contemporary Art Centre, Aomori Public University;Dual lingual;0;;;
1871;420;420-147;1;The View from Your World and My World;0;Nishikawa Koji;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2016;1;Aomori Contemporary Art Centre, Aomori Public University;Dual lingual;0;;;
1872;420;420-148;1;Ubiquitous Views;0;Chiba Naoko et al;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2017;1;Aomori Contemporary Art Centre, Aomori Public University;Dual lingual;0;;;
1873;420;420-149;1;MAN MAN CHAN AN;0;O JUN;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2017;1;Aomori Contemporary Art Centre, Aomori Public University;Dual lingual;0;;;
1874;420;420-150;2;SUNSHOWER - Contemporary Art from Southeast Asia 1980s to Now;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2017;1;平凡社;Dual lingual;9,78458E+12;;;
1875;420;420-151;1;（英文版）トーキョー・ルック・ブック　The Tokyo Look Book;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2007;1;Kodansha;English;978-4-7700-3061-0;;;
1876;420;420-152;1;The Japanese Sense of Beauty;(英文版）日本人にとって美しさとは何か;Takashina Shuuji;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2018;1;一般財団法人出版文化産業振興財団;English;978-4-86658-020-3;;;
1877;420;420-153;1;国立新美術館開館10周年　草間彌生　わが永遠の魂;The 10th Anniversary of the National Art Center, Tokyo　YAYOI KUSAMA: My Eternal Soul;0;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2017;1;朝日新聞社;English;0;;;
1878;420;420-154;1;日本近代洋画大展;YOGA Modern Western Paintings of Japan;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2018;1;北師美術館;Dual lingual;9,78986E+12;;;
1879;420;420-155;1;The Art of Emptiness;余白の美　酒井田柿右衛門;十四代酒井田柿右衛門;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2019;1;Japan Publishing Industry Foundation for Culture;English;9,78487E+12;;;
1880;420;420-156;1;The Book of Urushi: Japanese Lacquerware from a Master;うるしの話;松田権六;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2019;1;Japan Publishing Industry Foundation for Culture;English;9,78487E+12;;;
1881;420;420-157;1;The Music of Color ;色を奏でる;志村ふくみ;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2019;1;Japan Publishing Industry Foundation for Culture;English;9,78487E+12;;;
1882;420;420-158;1;菱田春草展;Hishida Shunso: A Retrospective;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2014;1;日本経済新聞社;Dual lingual;0;;;
1883;420;420-159;1;山口晃大画面作品集;0;山口晃;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2018;7;青幻舎;Dual lingual;9,78486E+12;;;
1884;420;420-160;1;山口晃作品集;0;山口晃;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2014;12;東京大学出版会;Dual lingual;9,78413E+12;;;
1885;420;420-161;1;ヘンな日本美術史;0;山口晃;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2018;15;祥伝社;Japanese;9,7844E+12;;;
1886;420;420-162;1;THE LIFE OF ANIMALS IN JAPANESE ART ;0;Nhiều tác giả;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;0;1;National Gallery of Art, Washington;English;9,78089E+12;;;
1887;420;420-163;1;スタイル画の描き方;0;柳原操;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;1983;3;鎌倉書房版;Japanese;0;;;
1888;420;420-164-13;1;[京都書院アーツコレション];0;0;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;1997;1;京都書院;Japanese;4763615130;;;
1889;420;420-165;1;The 500 Wonder™　Storybook - Discovering the Undiscovered;0;0;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2015;1;The 500 Wonder™ Project Management Office;Dual lingual;0;;;
1890;420;420-166;1;The Emergence of The Comtemporary: Avant-Garde Art in Japan, 1950 - 1970;0;Japan Foundation;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2016;1;Japan Foundation;Dual lingual;9,78488E+12;;;
1891;420;420-167;1;Selected Works From Museum of Contemporary Art, Tokyo;東京都現代美術館収蔵作品選1995;Museum of Contemporary Art, Tokyo;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;1995;1;Museum of Contemporary Art, Tokyo;Dual lingual;0;;;
1892;420;420-168;1;土と星;Our Planet - Earth & Stars;イケムラ・レイコ;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2019;1;求龍堂;Dual lingual;9,78476E+12;;;
1893;420;420-169;1;Vienna on the Path to Modernism;ウィーン・モダン　クリムト・シーレ　世紀末への道;0;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2019;1;読売新聞;Dual lingual;0;;;
1894;420;420-170;1;トルコ至宝展;"The Treasures and the Tradition of ""Lâle"" in the Ottoman Empire";0;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2019;1;Nikkei;Dual lingual;0;;;
1895;420;420-171;1;話しているのは誰？;Image Narratives;米田尚輝;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2019;1;大伸社;Dual lingual;0;;;
1896;420;420-172;1;クリスチャン・ボルタンスキー;Christian Boltanski Lifetime;鈴木宏;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2019;3;水声社;Dual lingual;0;;;
1897;420;420-173;1;カルティエ、時の結晶;Cartier, Crystallization of Time;0;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2019;1;Nikkei;Dual lingual;0;;;
1898;420;420-175;1;天使のたまご 少女季［2017 ver.］;0;天野喜孝、あらきりつこ、押井守;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2017;1;復刊ドットコム;Japanese;9784835454719;;;
1899;420;420-176;1;きもの熱;0;清野恵里子;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2011;2;集英社;Japanese;4087813274;;;
1900;420;420-177;1;あなたがもっと美しくなるために;0; 中原淳一;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2010;6;国書刊行会;Japanese;9784336045157;;;
1901;420;420-178;1;鳥獣戯画の国　たのしい日本美術;0;金子信久;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2020;1;講談社;Japanese;9784065188262;;;
1902;420;420-179;1;没後50年・横山大観・新たなる伝説へ;Yokoyama Taikan fiffty years on - A lengend in the making;The National Art center/ Yokoyama Taikan Memorial Hall/ The Asahi Shinbun/ Furuta Ryo;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2008;1;Asahi Shimbun;Dual lingual;-;;;
1903;420;420-180;1;徳川美術館展尾張徳川家の至宝;The Tokugawa Art Museum Collection, Treasures of the Owari Tokugawa Family;徳川美術館;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2013;1;徳川美術館;Dual lingual;0;;;
1904;420;420-181;1;イメージフォーラム・フェスティバル2013;27th Image Forum Festival;0;Sân khấu;0;2013;1;Image Forum;Dual lingual;0;;;
1905;420;420-182;1;改訂版　西洋・日本美術史の基本　美術検定1･2･3級公式テキスト;The Handbook on History of Western and Japanese Art;美術検定実行委員会;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2021;8;美術出版社;Japanese;9784568240634;;;
1906;420;420-183;1;日本美術史　美術出版ライブラリー 歴史編;JAPANESE ART HISTORY;山下裕二、高岸輝;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2021;4;美術出版社;Japanese;9784568389074;;;
1907;420;420-184;1;日本の文様　解剖図鑑;0;筧菜奈子;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;0;2020;2;X-Knowledge エクスナレッジ;Japanese;9784767826424;;;
1908;420;420-185-1;1;めでる国芳ブック　ねこ;Ukiyo-e Paper Book　Cats by Kuniyoshi;金子信久;Ukiyo-e;0;2020;4;大福書林;Japanese;9784756246691;;;
1909;420;420-185-2;1;めでる国芳ブック　おどろかす;Ukiyo-e Paper Book　Surprise! by Kuniyoshi;金子信久;Ukiyo-e;0;2016;2;大福書林;Japanese;9784756246899;;;
1910;420;420-186-1;1;民藝の教科書①うつわ;0;萩原健太郎（著）、久野恵一（監修）;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;1;2021;8;グラフィック社;Japanese;9784766123449;;;
1911;420;420-186-2;1;民藝の教科書②染めと織り;0;萩原健太郎（著）、久野恵一（監修）;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;2;2021;7;グラフィック社;Japanese;9784766124071;;;
1912;420;420-186-3;1;民藝の教科書③木と漆;0;萩原健太郎（著）、久野恵一（監修）;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;3;2021;5;グラフィック社;Japanese;9784766124439;;;
1913;420;420-186-5;1;民藝の教科書➄手仕事いろいろ;0;久野恵一（監修）;Nghệ thuật・Mỹ thuật・Thủ công nghiệp;5;2021;3;グラフィック社;Japanese;9784766125719;;;
